,acc,f1,recall,precision
0,0.9944444444444445,0.9945130315500686,0.9958791208791209,0.9931506849315068
1,0.9881944444444445,0.9882839421088904,0.9889655172413793,0.987603305785124
2,0.9881944444444445,0.988427501701838,0.9945205479452055,0.9824086603518268
3,0.9868055555555556,0.9868147120055517,0.986130374479889,0.9875
4,0.9902777777777778,0.9899569583931134,0.9913793103448276,0.9885386819484241
